20, 0
25, 0
37, 0
50, 0
74, 0
98, 0
106, 0
109, 0
121, 0
129, 0
144, 0
174, 0
176, 0
211, 0
229, 0
234, 0
274, 0
278, 0
281, 0
286, 0
301, 0
313, 0
322, 0
323, 0
355, 0
358, 0
362, 2
370, 0
372, 0
380, 0
384, 0
452, 0
502, 0
518, 0
528, 0
531, 0
548, 0
558, 0
576, 0
596, 0
598, 2
601, 0
606, 0
607, 0
630, 0
632, 0
650, 0
670, 0
672, 0
681, 0
689, 0
756, 0
812, 0
868, 0
883, 0
893, 0
902, 0
917, 0
936, 0
941, 0
946, 0
947, 0
978, 0
986, 0
1026, 0
1091, 0
1102, 0
1139, 0
1195, 0
1206, 0
1211, 0
1219, 0
1227, 0
1232, 0
1265, 0
1267, 0
1288, 0
1289, 0
1290, 0
1296, 0
1309, 0
1328, 0
1340, 0
1346, 0
1350, 0
1361, 0
1370, 0
1398, 0
1408, 0
1438, 0
1464, 0
1496, 0
1520, 0
1535, 0
1560, 0
1566, 0
1569, 0
1572, 0
1586, 0
1588, 0
1606, 0
1622, 0
1644, 0
1653, 0
1670, 0
1671, 0
1684, 0
1695, 0
1718, 0
1723, 0
1747, 0
1757, 0
1770, 0
1815, 0
1885, 0
1886, 0
1902, 0
1916, 0
1923, 0
1942, 0
1947, 0
1957, 0
1967, 0
1975, 0
1977, 0
1981, 0
1985, 0
1998, 0
2003, 0
2102, 0
2120, 0
2124, 0
2194, 0
2206, 0
2218, 0
2223, 0
2228, 0
2232, 0
2259, 0
2260, 0
2291, 0
2311, 0
2329, 0
2335, 0
2365, 0
2372, 0
2396, 0
2428, 0
2436, 0
2437, 0
2438, 0
2465, 0
2470, 0
2476, 0
2505, 0
2510, 0
2540, 0
2560, 0
2592, 0
2602, 0
2613, 0
2614, 0
2617, 0
2633, 0
2634, 0
2646, 0
2648, 0
2708, 0
2727, 0
2732, 0
2736, 0
2746, 0
2756, 0
2772, 0
2785, 0
2788, 0
2794, 0
2803, 0
2820, 0
2824, 0
2849, 0
2859, 0
2866, 0
2868, 0
2877, 0
2881, 0
2892, 0
2896, 0
2906, 0
2919, 0
2961, 0
2962, 0
2984, 0
2997, 0
3000, 0
3009, 0
3023, 0
3046, 0
3090, 2
3097, 0
3150, 0
3218, 0
3221, 0
3222, 0
3232, 0
3263, 0
3266, 0
3283, 0
3317, 0
3326, 0
3334, 0
3337, 0
3358, 0
3361, 0
3384, 0
3406, 0
3446, 0
3477, 0
3489, 0
3509, 0
3510, 0
3518, 0
3524, 0
3532, 0
3551, 0
3598, 0
3612, 0
3653, 0
3655, 0
3657, 0
3661, 0
3671, 0
3695, 0
3696, 0
3715, 0
3721, 0
3724, 0
3748, 0
3763, 0
3771, 0
3772, 0
3832, 0
3860, 0
3861, 0
3870, 0
3876, 0
3923, 0
3943, 0
3953, 0
3965, 0
4008, 0
4027, 0
4028, 0
4030, 0
4039, 0
4050, 0
4062, 0
4064, 0
4083, 0
4100, 0
4119, 0
4129, 0
4138, 0
4158, 0
4167, 0
4197, 0
4207, 2
4211, 0
4235, 0
4236, 0
4245, 0
4263, 0
4306, 0
4314, 0
4325, 0
4331, 0
4334, 0
4355, 0
4364, 0
4369, 0
4376, 0
4408, 0
4448, 0
4458, 0
4477, 0
4486, 0
4488, 2
4494, 0
4515, 0
4530, 0
4539, 0
4547, 0
4571, 0
4590, 0
4631, 0
4638, 0
4654, 0
4736, 0
4743, 0
4792, 0
4795, 0
4797, 0
4821, 0
4824, 0
4839, 0
4847, 0
4855, 0
4870, 0
4906, 0
4947, 0
4989, 0
5022, 0
5030, 0
5039, 0
5063, 0
5076, 0
5092, 0
5095, 0
5103, 0
5118, 0
5124, 0
5161, 0
5179, 0
5187, 0
5195, 0
5203, 0
5212, 0
5227, 0
5242, 0
5243, 0
5253, 0
5260, 0
5275, 0
5279, 0
5291, 0
5321, 0
5322, 0
5324, 0
5343, 0
5353, 0
5462, 0
5477, 0
5478, 0
5497, 0
5501, 0
5532, 0
5541, 0
5546, 0
5567, 0
5577, 0
5617, 0
5633, 0
5645, 0
5669, 0
5674, 0
5721, 0
5744, 0
5759, 0
5761, 0
5777, 0
5778, 0
5787, 0
5800, 0
5817, 0
5819, 0
5831, 0
5839, 0
5846, 0
5850, 0
5861, 0
5865, 0
5873, 0
5878, 0
5884, 0
5893, 0
5895, 0
5922, 0
5923, 0
5940, 0
5949, 0
5956, 0
5959, 0
5978, 0
5979, 0
6002, 0
6042, 0
6045, 0
6064, 0
6124, 0
6125, 0
6130, 0
6135, 0
6152, 0
6166, 0
6223, 0
6234, 0
6248, 0
6253, 0
6264, 0
6302, 0
6316, 0
6341, 0
6372, 0
6395, 0
6396, 0
6399, 0
6419, 0
6433, 0
6454, 0
6488, 0
6492, 0
6493, 0
6500, 0
6556, 0
6568, 0
6581, 0
6584, 0
6594, 0
6644, 0
6683, 0
6693, 0
6717, 0
6721, 0
6725, 0
6751, 0
6758, 0
6766, 0
6805, 0
6818, 0
6819, 0
6820, 0
6851, 0
6907, 0
6929, 0
6936, 0
6960, 0
6997, 0
7002, 0
7021, 0
7023, 0
7031, 0
7044, 0
7048, 0
7051, 0
7090, 0
7091, 0
7103, 0
7105, 0
7132, 0
7135, 0
7152, 0
7184, 0
7195, 0
7204, 0
7206, 0
7208, 0
7216, 0
7238, 0
7254, 0
7256, 0
7257, 0
7272, 0
7286, 0
7291, 0
7292, 0
7313, 0
7332, 0
7333, 0
7341, 0
7357, 0
7371, 0
7389, 0
7390, 0
7404, 0
7405, 0
7411, 0
7424, 0
7488, 0
7495, 0
7497, 0
7509, 0
7547, 0
7562, 0
7584, 0
7588, 0
7599, 0
7623, 0
7639, 0
7704, 0
7729, 0
7749, 0
7767, 0
7800, 0
7808, 0
7814, 0
7815, 0
7829, 0
7835, 0
7839, 0
7845, 0
7853, 0
7869, 0
7874, 0
7902, 0
7904, 0
7919, 0
7938, 0
7950, 0
7952, 0
7962, 0
7981, 0
7997, 0
8006, 0
8008, 0
8020, 0
8032, 0
8035, 0
8041, 0
8054, 0
8078, 0
8085, 0
8087, 0
8090, 0
8102, 0
8113, 0
8129, 0
8160, 0
8164, 0
8172, 0
8219, 0
8259, 0
8277, 0
8281, 0
8284, 0
8286, 0
8296, 0
8323, 0
8334, 0
8343, 0
8358, 0
8360, 0
8379, 0
8393, 0
8396, 0
8420, 0
8488, 0
8490, 0
8498, 0
8531, 0
8550, 0
8567, 0
8587, 0
8589, 0
8606, 0
8639, 0
8640, 0
8656, 0
8657, 0
8676, 0
8682, 0
8692, 0
8693, 0
8722, 0
8724, 0
8727, 0
8757, 0
8767, 0
8776, 0
8786, 0
8789, 0
8797, 0
8801, 0
8803, 0
8816, 0
8823, 0
8836, 0
8883, 0
8907, 0
8927, 0
8942, 0
8948, 0
8961, 0
8970, 0
9015, 0
9017, 0
9028, 0
9029, 0
9031, 0
9038, 0
9055, 0
9063, 0
9065, 0
9069, 0
9084, 0
9089, 0
9092, 0
9128, 0
9147, 0
9153, 0
9156, 0
9158, 0
9172, 0
9174, 0
9200, 0
9208, 0
9219, 0
9235, 0
9241, 0
9251, 0
9281, 0
9297, 0
9306, 0
9327, 0
9334, 0
9346, 0
